ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R320;6;The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.;SC;pv;is
R321;6;The product shall be able to display calendar dates and times according to the user\92s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.;US;pv;is
R325;6;The product shall have the ability to send meeting reminders to employees.;F;pv;have
R335;6; Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.;F;pv;is
R347;6;The product shall have a customizable Look and Feel.;F;pv;have
R348;6;The product shall have an intuitive user interface.;F;pv;have
R362;7;Product formulas shall allow use of semi-products  which have own formulas.;F;pv;have
R370;7;The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.;F;pv;have
R372;7;The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.;F;pv;is
R385;8;The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.;LF;pv;have
R385;8;The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.;LF;pv;are
R388;8;Users should only have to navigate through a maximum of 4 pages  to create an account with the website.;US;pv;have
R390;8;An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.;US;pv;are
R391;8;An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.;US;pv;are
R394;8;The product shall use symbols and words that are naturally understandable by users familiar with websites;US;pv;are
R396;8;Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.;PE;pv;have
R397;8;When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.;PE;pv;have
R426;8;A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.;SE;pv;are
R430;8;The website shall prevent its data from being corrupted when incorrect data is entered in.;SE;pv;is
R438;8;The streaming server will have anti-virus software to prevent infection of malicious viruses.;SE;pv;have
R456;8;System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.;F;pv;have
R459;8;Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.;F;pv;has
R459;8;Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.;F;pv;is
R464;8;The owner shall have free access to all of the streaming movies.;F;pv;have
R468;9;The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.;PE;pv;is
R475;9;If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.;F;pv;is
R484;9;The leads washing functionality will have an interface in which lead data parameters can be maintained.;F;pv;have
R493;10;When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.;LF;pv;is
R494;10;When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.;LF;pv;is
R495;10;When a ship is sunk  the product shall simulate the sound of a sinking ship.;LF;pv;is
R509;10;The product shall remove players who have been inactive for 24 hours from the list of players.;F;pv;have
R511;10;Once a game is initiated  the product shall display a defensive grid to each player;F;pv;is
R512;10;Once a game is initiated  the product shall display an offensive grid to each player.;F;pv;is
R514;10;Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.;F;pv;is
R519;10;When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.;F;pv;have
R535;10;The product shall continue to assign turns until the game is ended.;F;pv;is
R538;10;When a game is ended  the product shall notify the players that the game is ended.;F;pv;is
R539;10;The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).;F;pv;is
R539;10;The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).;F;pv;has
R540;10;When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.;F;pv;is
R541;10;When a game is ended  the product shall allow each player to remove himself or herself from the list of players.;F;pv;is
R547;11;The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.;A;pv;have
R550;11;The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;pv;are
R551;11;The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;pv;are
R552;11;The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;pv;are
R553;11;The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.;LF;pv;have
R553;11;The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.;LF;pv;is
R554;11;The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.;LF;pv;is
R562;12;The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds;PE;pv;have
R566;12;The product shall be robust.The product shall have fault avoidance based on standards adoption.;FT;pv;have
R567;12;The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.;FT;pv;have
R572;12;The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.;MN;pv;have
R574;12;The product shall have security.The product shall provide authentication  and authorization.;SE;pv;have
R576;12;The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.;SE;pv;have
R577;13;The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.;LF;pv;have
R578;13;The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.;LF;pv;have
R580;13;The interface must summarize the data in a fashion that\92s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface;LF;pv;have
R585;13;All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available);US;pv;is
R587;13;The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.;A;pv;is
R588;13;The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.;SC;pv;have
R589;13;The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.;SC;pv;have
R598;14;Each page shall contain a navigation menu which shows the index into which the current page is contained.;LF;pv;is
R606;14;The application shall have a downtime of at most 10 minutes per year.;A;pv;have
R612;15;The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.;A;pv;is
R619;15;User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..;SE;pv;is
R631;16;The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.;US;pv;have
R638;17;The system shall validate the amount is available in the user’s account before releasing funds to the user.;F;pv;is
R639;17;The system shall validate the amount is a multiple of $20.;F;pv;is
R646;18;The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;F;pv;is
R649;18;The meeting scheduler system may suggest a “virtual meeting” for available “time slots” if no location is available or feasible for the meeting.;F;pv;is
R653;19;The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.;US;pv;do
R656;19;The menus of the system must be easily navigable by the users with buttons that are easy to understand.;US;pv;are
R657;19;All the functions of the system must be available to the user every time the system is turned on.;A;pv;is
R666;20;The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.;F;pv;are
R667;20;Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.;SE;pv;have
R668;21;Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.;A;pv;have
R668;21;Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.;A;pv;is
R669;21;System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.;SE;pv;are
R669;21;System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.;SE;pv;is
R669;21;System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.;SE;pv;has
R670;21;The online registration system is “self-service style” system that shall initially address the student registration needs.;F;pv;is
R681;25;The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.;LF;pv;have
R682;25;The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.;LF;pv;have
R684;26;It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.;F;pv;has
R691;27;A waiter password used for tablet login must have a bit-strength of at least 64 bits.;SE;pv;have
R708;30;Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.;F;pv;are
R713;30;Provide an interface for the admin to approve posts so that posts are not visible without admin approval.;F;pv;are
R725;32;Information should be tagged according to who is entering the data.;F;pv;is
R728;32;It must only update the parts that have changed when connecting to the server.;O;pv;have
R730;32;The application must log the user out when it is exited.;SE;pv;is
R731;32;A correct combination of username and password is required for a user to login.;SE;pv;is
R733;32;The user must be able to set an option to hide information based on who has tagged it.;F;pv;has
R744;32;Each account must have a separate identifying account number.;F;pv;have
R754;33;The system should have to keep the location where the doughnut will be send.;O;pv;have
R755;33;The website is available whenever the users want to use it.;A;pv;is
R762;34;The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.;FT;pv;is
R763;34;"An end-user may use this system on any OS; either it is Windows or Linux.";PO;pv;is
R766;35;The product is Web based therefore it will be used in any environment that allows Web access.;PO;pv;is
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pv;have
R772;36;The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.;FT;pv;have
R774;36;The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.;SE;pv;are
R778;36;Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.;PO;pv;is
R781;37;Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.;SE;pv;is
R782;37;The software is available for use from the supermarket opening time to the closing time.;A;pv;is
R787;38;System will have different types of users and every user has access constraints.;SE;pv;have
R787;38;System will have different types of users and every user has access constraints.;SE;pv;has
R791;38;Customers must have a valid login id to enter into the site.;SE;pv;have
R811;40;The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.;PE;pv;is
R811;40;The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.;PE;pv;have
R813;40;All the passwords that are generated or accepted must be stored in database in an encrypted form.;SE;pv;are
R817;42;The physician/pharmacist must have a valid user login to access the system.;F;pv;have
R819;42;A list of available patients is displayed after login.;F;pv;is
R820;42;An error message alerts when an invalid patient is entered.;F;pv;is
R821;42;Backspace/reset capability is implemented for typing errors.;F;pv;is
R822;42;Selected or specified patient’s information is loaded.;F;pv;is
R823;42;Return to List is available if the patient loaded is not correct.;F;pv;is
R827;42;Basic Patient information is showed first.;F;pv;is
R828;42;Customized information is displayed.;F;pv;is
R829;42;Each entry is shown in full.;F;pv;is
R830;42;The text and time/date of a note that has been entered is displayed starting with most recent.;F;pv;is
R832;42;A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.;F;pv;is
R870;45;User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.;SE;pv;are
R889;46;The system shall notify the user when no matching product is found on the search.;F;pv;is
R906;46;The system shall display detailed invoice for current order once it is confirmed.;F;pv;is
R920;46;The system shall display the orders that are eligible to change.;F;pv;are
R940;46;The product shall be based on web and has to be run from a web server.;O;pv;has
R941;46;The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.;PE;pv;is
R954;47;The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.;SE;pv;are
R956;48;The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.;PE;pv;is
R969;49;The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.;SE;pv;are
