ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R249;5;The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.;F;weak_1;can
R251;5;The estimator shall search for available recycled parts using a list of preferred parts suppliers.;F;weak_1;preferred
R253;5;The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers;F;weak_1;preferred
R268;5;The user shall select to view the preferred repair facility ratings.;F;weak_1;preferred
R270;5;The system will display a blank set of ratings if there are not ratings yet defined.;F;weak_1;will
R274;5;The user shall select to save the preferred repair facility ratings.;F;weak_1;preferred
R275;5;The preferred repair facility ratings shall be saved by the system.;F;weak_1;preferred
R277;6;The product will function alongside server software on any operating system where the Java runtime can be installed.;O;weak_1;will
R277;6;The product will function alongside server software on any operating system where the Java runtime can be installed.;O;weak_1;can
R278;6;The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.;O;weak_1;will
R278;6;The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.;O;weak_1;may
R280;6;A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.;O;weak_1;will
R284;6;The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.;US;weak_1;will
R288;6;An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.;US;weak_1;will
R295;6;The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.;SC;weak_1;will
R296;6;The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.;SC;weak_1;will
R304;6;The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.;O;weak_1;will
R308;6;Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80% of the customer base to install.;MN;weak_1;will
R309;6;Every registered user will have access to the product\92s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.;US;weak_1;will
R312;6;The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.;O;weak_1;will
R314;6;The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100% of all logons shall be by either company employees or external users with company-approved user IDs.;SE;weak_1;may
R316;6;The product shall ensure that the database\92s data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.;SE;weak_1;will
R319;6;The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.;SE;weak_1;will
R320;6;The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.;SC;weak_1;will
R321;6;The product shall be able to display calendar dates and times according to the user\92s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.;US;weak_1;will
R324;6;The product will notify employees of meeting invitations.;F;weak_1;will
R327;6;The product will record meeting acknowledgements.;F;weak_1;will
R330;6;The product will be able to delete conference rooms.;F;weak_1;will
R332;6;The product will update existing room equipment.;F;weak_1;will
R345;6;The product will allow priviledged users to view meeting schedules in multiple reporting views.;F;weak_1;will
R349;6;The product will display an available status for unreserved conference rooms.;F;weak_1;will
R354;7;The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.;SE;weak_1;should
R355;7;The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.;SE;weak_1;should
R378;8;System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.;PE;weak_1;will
R379;8;System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.;PE;weak_1;will
R380;8;System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.;PE;weak_1;will
R384;8;The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.;LF;weak_1;should
R385;8;The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.;LF;weak_1;should
R386;8;The website design should be modern  clean  and concise.;LF;weak_1;should
R387;8;The product should be able to be used by 90% of novice users on the Internet.;US;weak_1;should
R388;8;Users should only have to navigate through a maximum of 4 pages  to create an account with the website.;US;weak_1;should
R389;8;Users should be able to access their streaming movies in under 2 clicks after logging into the website.;US;weak_1;should
R390;8;An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.;US;weak_1;will
R391;8;An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.;US;weak_1;will
R393;8;The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.;US;weak_1;should
R395;8;The website will use standard Internet conventions when interacting with the user.;US;weak_1;will
R397;8;When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.;PE;weak_1;should
R398;8;When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.);PE;weak_1;should
R399;8;While streaming a movie  buffering should only occur if there is latency in the user\92s connection.;PE;weak_1;should
R400;8;All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.;SE;weak_1;will
R406;8;The streaming server will support 50 simultaneous streaming connections.;SC;weak_1;will
R407;8;"The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.";SC;weak_1;will
R407;8;"The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.";SC;weak_1;can
R408;8;The server will support a maximum of 1 000 simultaneous users.;SC;weak_1;will
R412;8;The same hardware supporting the current website will be used to support the new system.;O;weak_1;will
R418;8;Promotional updates to the website should take a day to update.;MN;weak_1;should
R421;8;The system will provide a 24 hour 800 toll free number for support to its customers.;A;weak_1;will
R422;8;The website will provide a help section with answers and solutions to common problems.;US;weak_1;will
R423;8;Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.;A;weak_1;will
R425;8;Only registered customers can purchase streaming movies.;SE;weak_1;can
R426;8;A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.;SE;weak_1;can
R427;8;Only authorized personnel can access customer records in the database.;SE;weak_1;can
R428;8;Only administrators can activate a pre-paid card.;SE;weak_1;can
R429;8;Only authorized personnel can access sales information.;SE;weak_1;can
R432;8;Data integrity scripts will be run on a weekly basis to verify the integrity of the database.;SE;weak_1;will
R436;8;All customer information will be stored on a secure database  accessible only to authorized personnel.;SE;weak_1;will
R437;8;All credit card information will be encrypted in the database.;SE;weak_1;will
R438;8;The streaming server will have anti-virus software to prevent infection of malicious viruses.;SE;weak_1;will
R439;8;The website should cater to all tribes in Nigeria.;LF;weak_1;should
R441;8;The website should appeal to all Africans  not only Nigerians.;LF;weak_1;should
R442;8;The website should use Flash to provide animation on the home page.;O;weak_1;should
R444;8;The website will comply with W3C standards.;L;weak_1;will
R445;8;The PHP code will comply with PEAR standards.;L;weak_1;will
R446;8;The website will allow customers to search for movies by title  actor  or director.;F;weak_1;will
R447;8;viewing a movie details the website will display the movies description actor and director entered in by the administrator.;F;weak_1;will
R454;8;System will allow customers to pay for a streaming movie with a pre-paid card.;F;weak_1;will
R459;8;Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.;F;weak_1;can
R461;8;All streaming movie sales will be logged in the database  and accessible by the administrator.;F;weak_1;will
R463;8;Daily usage statistics should be logged  and accessible by the administrator.;F;weak_1;should
R466;9;No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.;PE;weak_1;will
R467;9;For leads that process longer than 25 seconds the system will record the event and duration;PE;weak_1;will
R469;9;The lead washing process will operate within the established physical web service structure.;O;weak_1;will
R471;9;Defect reports will be available to technical units on a 24x7 basis.;A;weak_1;will
R472;9;Washing parameters will be updated during scheduled maintenance hours.;MN;weak_1;will
R473;9;The vendor will verify the invalid lead.;F;weak_1;will
R474;9;Vendor will submit a credit validation record to be applied to the enterprise billing system.;F;weak_1;will
R475;9;If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.;F;weak_1;will
R476;9;The leads washing functionality will validate all leads received by the web service for valid data;F;weak_1;will
R477;9;The leads washing functionality will insert all leads captured by the web service.;F;weak_1;will
R478;9;If the leads score falls within the high average score then it will be process by the ARA functionality.;F;weak_1;will
R479;9;If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.;F;weak_1;will
R480;9;If the leads score falls within the low average then it will be returned to the supplying vendor;F;weak_1;will
R481;9;The leads washing functionality will compile both contact and academic scoring information for a total score.;F;weak_1;will
R482;9;The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.;F;weak_1;will
R483;9;The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.;F;weak_1;will
R484;9;The leads washing functionality will have an interface in which lead data parameters can be maintained.;F;weak_1;will
R484;9;The leads washing functionality will have an interface in which lead data parameters can be maintained.;F;weak_1;can
R485;9;The leads washing functionality will verify the users authentication and rights to make parameter updates.;F;weak_1;will
R486;9;The leads washing functionality will store any potential lead duplicates returned by the enterprise system.;F;weak_1;will
R487;9;Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.;F;weak_1;will
R499;10;The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.;PE;weak_1;might
R502;10;The product shall provide players no access to information that might reveal the identity of another player;SE;weak_1;might
R539;10;The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).;F;weak_1;will
R550;11;The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;weak_1;can
R551;11;The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;weak_1;can
R552;11;The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.;SE;weak_1;can
R555;12;The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.;LF;weak_1;will
R556;12;The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.;LF;weak_1;will
R572;12;The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.;MN;weak_1;will
R578;13;The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.;LF;weak_1;may
R579;13;The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports;LF;weak_1;will
R582;13;The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.;US;weak_1;should
R584;13;A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.;US;weak_1;should
R585;13;All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available);US;weak_1;will
R586;13;The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.;US;weak_1;will
R587;13;The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.;A;weak_1;will
R591;13;The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.;O;weak_1;will
R595;13;The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.;SE;weak_1;will
R596;14;Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page;SE;weak_1;will
R597;14;The Commissioner will be the only authorized user per league to adjust league settings.;SE;weak_1;will
R600;14;The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.;LF;weak_1;will
R608;14;A primary database will be used to store cached data for active users.;O;weak_1;will
R609;14;A secondary database will be used to store historical statistics and data.;O;weak_1;will
R612;15;The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.;A;weak_1;should
R612;15;The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.;A;weak_1;will
R615;15;The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.;O;weak_1;should
R615;15;The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.;O;weak_1;will
R616;15;Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.;MN;weak_1;will
R617;15;New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.;MN;weak_1;will
R619;15;User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..;SE;weak_1;should
R619;15;User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..;SE;weak_1;will
R620;15;The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.;LF;weak_1;will
R621;15;The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.;LF;weak_1;should
R621;15;The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.;LF;weak_1;will
R622;15;The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.;US;weak_1;should
R623;15;The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.;PE;weak_1;should
R633;16;The system shall allow a text search that users may use to find mail messages.;F;weak_1;may
R634;16;The system search feature should support the use of regular expressions in search.;F;weak_1;should
R646;18;The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;F;weak_1;may
R647;18;The meeting scheduler system may provide the “meeting initiator” a summary of the scan of “potential meeting participants” showing available “time slots” and schedule conflicts as a means of informing the “meeting initiator” of the overall results of the system.;F;weak_1;may
R648;18;The meeting scheduler system may be able to include an agenda for a meeting proposal.;F;weak_1;may
R649;18;The meeting scheduler system may suggest a “virtual meeting” for available “time slots” if no location is available or feasible for the meeting.;F;weak_1;may
R650;18;The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.;F;weak_1;may
R651;18;A meeting scheduler system will temporarily reserve the “time slots” for the proposed meeting.;F;weak_1;will
R652;18;A meeting scheduler system will inform the “potential meeting participant” of the meeting.;F;weak_1;will
R658;19;The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.;L;weak_1;should
R659;19;The client should agree to EULA before using our software.;L;weak_1;should
R667;20;Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.;SE;weak_1;may
R668;21;Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.;A;weak_1;will
R671;22;All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.;O;weak_1;should
R672;23;95% of users will not need to read the user manual to be able to use the application.;US;weak_1;will
R673;23;Changes made to the Manage My ID website can be adopted without altering the iOS application.;MN;weak_1;can
R674;24;The application should be connected to the Internet.;A;weak_1;should
R675;24;The application should be connected to the GPS device.;A;weak_1;should
R676;24;The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.;MN;weak_1;should
R677;24;Test environments should be built for the application to allow testing of the applications different functions.;MN;weak_1;should
R678;24;The application should be portable with iOS and Android.;PO;weak_1;should
R681;25;The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.;LF;weak_1;may
R682;25;The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.;LF;weak_1;will
R684;26;It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.;F;weak_1;should
R685;26;The system should maintain correct schedules of labs and the documentation of all the lab equipment.;F;weak_1;should
R686;27;The system should use the company colors and logos.;LF;weak_1;should
R688;27;The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.;LF;weak_1;should
R698;28;The system will fully function in major browsers.;PO;weak_1;will
R699;28;The system will support mobile users in some way.;PO;weak_1;will
R702;29;System will use secured database.;SE;weak_1;will
R703;29;Unauthorised users can only read data without modifying anything.;SE;weak_1;can
R715;30;Information transmission should be securely transmitted to server without any changes in information.;SE;weak_1;should
R717;31;Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language;O;weak_1;will
R719;31;Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.;SE;weak_1;could
R719;31;Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.;SE;weak_1;will
R720;31;The IP addresses where the transaction was made from will be logged.;SE;weak_1;will
R721;31;User passwords will be stored in the database in an encrypted format.;SE;weak_1;will
R722;31;Most of the system functions will be controlled using the administrative interface.;F;weak_1;will
R723;31;Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.;MN;weak_1;will
R725;32;Information should be tagged according to who is entering the data.;F;weak_1;should
R732;32;It should give a drill-down view of all data in the medical record after logging in.;LF;weak_1;should
R749;33;The system should take the customer name.;F;weak_1;should
R750;33;The system should keep the customer contact number.;F;weak_1;should
R751;33;The system should keep the customer email.;F;weak_1;should
R752;33;The system should ask the user to key in the pickup date.;F;weak_1;should
R753;33;The system should require the user to state time when should the doughnut be delivered.;F;weak_1;should
R754;33;The system should have to keep the location where the doughnut will be send.;O;weak_1;should
R754;33;The system should have to keep the location where the doughnut will be send.;O;weak_1;will
R758;34;The system should not leave any cookies on the customer’s computer containing the user’s password.;SE;weak_1;should
R760;34;Sensitive data will be encrypted before being sent over insecure connections like the internet.;SE;weak_1;will
R763;34;"An end-user may use this system on any OS; either it is Windows or Linux.";PO;weak_1;may
R764;35;The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.;LF;weak_1;should
R765;35;The system should be able to manage all the information incoming from the database and the catalogue.;O;weak_1;should
R766;35;The product is Web based therefore it will be used in any environment that allows Web access.;PO;weak_1;will
R767;35;For the system to successfully operate the registration system should be integrated with other IT services and the portal.;O;weak_1;should
R768;35;The system should need to be entirely self-supporting since the users would be using it only to register courses.;US;weak_1;should
R768;35;The system should need to be entirely self-supporting since the users would be using it only to register courses.;US;weak_1;would
R769;35;The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.;PO;weak_1;should
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;weak_1;can
R771;35;The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.;SE;weak_1;will
R780;37;The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.;O;weak_1;should
R785;38;System will use secured database;SE;weak_1;will
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;weak_1;can
R787;38;System will have different types of users and every user has access constraints.;SE;weak_1;will
R792;38;New users can sign up by creating new ID.;F;weak_1;can
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;weak_1;Can
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;weak_1;can
R794;38;Can purchase any product through valid credit card.;F;weak_1;Can
R795;38;Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.;F;weak_1;Can
R797;38;Can only visit the site without registration.;F;weak_1;Can
R798;38;Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product’s quality according to its market price to permit vendor for selling purpose.;F;weak_1;will
R799;38;Can consult with the Administrator regarding product’s quality and advertisements.;F;weak_1;Can
R810;39;The system should require the user to state time when should the doughnut be delivered;F;weak_1;should
R811;40;The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.;PE;weak_1;should
R814;40;To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.;SE;weak_1;should
R815;40;The system should warn ECA users about the malfunction of the system.;FT;weak_1;should
R816;40;The system should be simple to use;LF;weak_1;should
R818;42;A failed login will alert the physician/pharmacist.;F;weak_1;will
R825;42;The font will be larger enough for easy reading.;F;weak_1;will
R826;42;Icons will clearly illustrate the feature it represents.;F;weak_1;will
R831;42;New and Delete buttons will allow the physician/pharmacist to add a notation to the patient’s file.;F;weak_1;will
R875;46;The system shall display all the products that can be configured.;F;weak_1;can
R939;46;The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.;A;weak_1;can
