ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R676;24;The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.;MN;pronoun;it
R681;25;The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.;LF;pronoun;what
R684;26;It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.;F;pronoun;It
R684;26;It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.;F;pronoun;who
R684;26;It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.;F;pronoun;his
R687;27;The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).;FT;pronoun;itself
R687;27;The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).;FT;pronoun;its
R690;27;The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.;FT;pronoun;that
R694;27;A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.;SE;pronoun;that
R703;29;Unauthorised users can only read data without modifying anything.;SE;pronoun;anything
R704;29;ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.;FT;pronoun;that
R707;30;Enable a registered user to change his password if he forgets his password.;F;pronoun;his
R707;30;Enable a registered user to change his password if he forgets his password.;F;pronoun;he
R708;30;Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.;F;pronoun;his
R708;30;Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.;F;pronoun;him
R709;30;Enable a user to view questions and their corresponding answers.;F;pronoun;their
R714;30;Enable the admin to generate reports which contains all the posts and their corresponding replies.;F;pronoun;which
R714;30;Enable the admin to generate reports which contains all the posts and their corresponding replies.;F;pronoun;their
R719;31;Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.;SE;pronoun;that
R725;32;Information should be tagged according to who is entering the data.;F;pronoun;who
R726;32;It must be able to download the most recent medical record.;F;pronoun;It
R727;32;It must store the most recent copy of information in its application data folder.;F;pronoun;It
R727;32;It must store the most recent copy of information in its application data folder.;F;pronoun;its
R728;32;It must only update the parts that have changed when connecting to the server.;O;pronoun;It
R728;32;It must only update the parts that have changed when connecting to the server.;O;pronoun;that
R729;32;It must be able to change and update information on the server.;O;pronoun;It
R730;32;The application must log the user out when it is exited.;SE;pronoun;it
R732;32;It should give a drill-down view of all data in the medical record after logging in.;LF;pronoun;It
R733;32;The user must be able to set an option to hide information based on who has tagged it.;F;pronoun;who
R733;32;The user must be able to set an option to hide information based on who has tagged it.;F;pronoun;it
R734;32;The user must be able to add photos from his/her photo library to his/her medical record.;F;pronoun;his
R734;32;The user must be able to add photos from his/her photo library to his/her medical record.;F;pronoun;her
R735;32;It must allow a user to login.;F;pronoun;It
R736;32;It must allow a user to logout.;F;pronoun;It
R739;32;It must allow a user to download a backup of their medical information.;F;pronoun;It
R739;32;It must allow a user to download a backup of their medical information.;F;pronoun;their
R743;32;Each account must securely store all of its data.;SE;pronoun;its
R745;33;The system shall allow user to choose filling that they want.;F;pronoun;they
R746;33;The system shall allow user to choose their preferable topping.;F;pronoun;their
R747;33;The system shall allow user to decorate their doughnut.;F;pronoun;their
R755;33;The website is available whenever the users want to use it.;A;pronoun;it
R756;34;The system use SSL (secured socket layer) in all transactions that include any confidential customer information.;SE;pronoun;that
R762;34;The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.;FT;pronoun;which
R763;34;"An end-user may use this system on any OS; either it is Windows or Linux.";PO;pronoun;it
R766;35;The product is Web based therefore it will be used in any environment that allows Web access.;PO;pronoun;it
R766;35;The product is Web based therefore it will be used in any environment that allows Web access.;PO;pronoun;that
R768;35;The system should need to be entirely self-supporting since the users would be using it only to register courses.;US;pronoun;it
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pronoun;Everyone
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pronoun;his
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pronoun;her
R770;35;Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.;SE;pronoun;these
R771;35;The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.;SE;pronoun;that
R781;37;Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.;SE;pronoun;which
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;pronoun;they
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;pronoun;anything
R786;38;Normal users can just read information but they cannot edit or modify anything except their personal and some other information.;SE;pronoun;their
R789;38;Contact with the vendors and give permission to sell their product under the site after testing the product’s quality.;F;pronoun;their
R793;38;Can view all available products and can compare them and make a choice for purchasing products.;F;pronoun;them
R795;38;Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.;F;pronoun;their
R798;38;Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product’s quality according to its market price to permit vendor for selling purpose.;F;pronoun;their
R798;38;Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product’s quality according to its market price to permit vendor for selling purpose.;F;pronoun;its
R809;38;Provide feasible solutions to the customers on their complaints and queries.;F;pronoun;their
R811;40;The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.;PE;pronoun;his
R813;40;All the passwords that are generated or accepted must be stored in database in an encrypted form.;SE;pronoun;that
R814;40;To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.;SE;pronoun;it
R826;42;Icons will clearly illustrate the feature it represents.;F;pronoun;it
R830;42;The text and time/date of a note that has been entered is displayed starting with most recent.;F;pronoun;that
R832;42;A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.;F;pronoun;that
R846;45;The system shall allow the initiator to view the information of any meetings which they initiated.;F;pronoun;which
R846;45;The system shall allow the initiator to view the information of any meetings which they initiated.;F;pronoun;they
R847;45;The system shall allow the initiator to cancel any meetings which they initiated.;F;pronoun;which
R847;45;The system shall allow the initiator to cancel any meetings which they initiated.;F;pronoun;they
R850;45;The system shall allow the user to view their schedule.;F;pronoun;their
R866;45;The system shall allow users to search  for available distributed location templates(if any).;F;pronoun;any
R867;45;The system shall allow users to view information concerning the available distributed location templates(if any).;F;pronoun;any
R875;46;The system shall display all the products that can be configured.;F;pronoun;that
R890;46;The system shall allow user to create profile and set his credential.;F;pronoun;his
R898;46;The system shall allow user to select the support type he wants.;F;pronoun;he
R906;46;The system shall display detailed invoice for current order once it is confirmed.;F;pronoun;it
R920;46;The system shall display the orders that are eligible to change.;F;pronoun;that
R924;46;The system shall enable the user to enter their reviews and ratings.;F;pronoun;their
R939;46;The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.;A;pronoun;who
R939;46;The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.;A;pronoun;their
R941;46;The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.;PE;pronoun;which
R943;46;The system shall use secure sockets in all transactions that include any confidential customer information.;SE;pronoun;that
R947;46;The system shall not leave any cookies on the customer’s computer containing any of the user’s confidential information.;SE;pronoun;any
R948;46;The customer’s web browser shall never display a customer’s password.  It shall always be echoed with special characters representing typed characters.;SE;pronoun;It
R949;46;The customer’s web browser shall never display a customer’s credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.;SE;pronoun;It
R956;48;The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.;PE;pronoun;everybody
R959;48;The MTBF (if any) should not be less than 2 months.;A;pronoun;any
R962;48;It should not take more than 120 seconds for a new user to register for an account.;US;pronoun;It
R963;48;It should not take more than 90 seconds for a registered user to place an order.;US;pronoun;It
R964;48;The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.;MN;pronoun;someone
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;his
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;her
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;him
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;he
R966;49;Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.;F;pronoun;she
R967;49;The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ;US;pronoun;what
R967;49;The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ;US;pronoun;he
R967;49;The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ;US;pronoun;she
R968;49;The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.;PE;pronoun;this
R969;49;The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.;SE;pronoun;that
